mach_root_label_name,strategy_id,strategy_name,reason,data_days,calendar_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,eva_0845_govhr_review,3,7,6.0,6.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,zhiling_blacklist_10797_selfsee,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
色情性化,10014007942,色情_兜底词表迁移9132_召回,n1risk_ocr_leader_table,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030813527,【人审】LS纪念碑router+专家特征,zhiling_blacklist_asr_11166,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
领导人,10009576435,【送审】盘点落马官员,antidirt_eva_party_state_military_gov_8873_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827215,【人审】白纸运动(含AIGC)router+专家特征,zhiling_blacklist_10794_unrecommend,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10007114293,【送人审】不良画风v1,antidirt_eva_party_state_military_gov_8873_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,local_officials_ocr_antidirt,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,hit_antidirt_zl_nlp_e2e,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10007842628,【新】国家分裂主义-分裂主义元素展示-青天白日相关,leader_nlp_ocr_antidirt,3,7,6.0,6.0,0.0,2.0,2.0,0.0,0.0
国家安全,10031884945,识别_传播易关联LS内容_交通管制,domain_n1_review_long_video,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019276473,【ZL送人审】指令通用RAG知识库-停推-高价值,expert_redivist_party_state_military_gov_general_repeat_violate_user_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10010361506,【送人审】未成年早婚怀孕生子0320,similiar_n1_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924991,【ZL送人审】毒品封存_贴纸识别,eva_111274_cultural_revolution_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10008272100,【送人审】不正确教育综合,leader_antidirt,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10023726706,【新-优化】歧视歪曲共计宗教-副本76,ZL_tongyong_rag_selfsee_tmp,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811199,【人审-LS风险】标题_LS常规词表_8887,high_risk_dedup_party_state_military_gov_sh,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10009799242,【送审】前任领导人规则s1s2,eva_military_army_supply_general_long_term_sample_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,15763154,【送人审】7382-标题词表,high_threshold_leader_mao_B,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
不良行为或争议价值观,10012359157,不良行为或争议价值观-自见-敏感词-lgbt群体对立指令v1,safety_dang_keywords_ocr_a_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10010496714,【ZL送人审】指令高危消重图片,swjl_eva_88680_selfsee,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024743091,临时小流量验准【送人审ZL自见】抖音指令必杀自见_词表10797,eva_0985_gov_notice_auto_sh,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
短期策略迁移,10011334175,【ZL送人审】音频深度消重-指令,N1_veiled_text_title_referring_long_video,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
领导人,10031989825,识别_中朝领导人会晤_攻击N1,ZL_model_llm_pe_nk_life_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10014154279,【ZL送人审】N1姓名单字-迭代,cartoon_leader_19,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827214,【人审】LS民主女神router+专家特征,ZL_viking_zl_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811202,【人审】国家安全-常规词表-ASR,N1_veiled_text_title_referring_long_video,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10005148721,【违法违规】-危害野生保护动植物-eva-送人审-v1,controversial_recall_V1,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10032149458,色情低俗_EVA色情裸露_同质化内容,title_leader_table_8578,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022473667,【ZL推人审】指令高危消重_加大反转量,antidirt_eva_party_state_military_gov_8873_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10030596311,违法违规-展示、诱导、宣扬赌博和非法博彩-送审-召回-v0521,sqds_sqll_zuqiu_vv_eva_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10018521669,【人审-维语队列】维语OCR命中2724进审,high_risk_dedup_leaders_to_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10031252660,识别_赌博风险-女王号码-处置-pe-v0528,eva_young_jupai_cu2_v1,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10023572811,【送人审】不正确教育-举报学校-图文,party_state_military_gov_8872_title_antidirt,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,15811787,【ZL送人审】地理围栏-突发事件结合社会事件进审指令队列,image_leader_mao,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10018647050,色情低俗-展示宣扬非主流性偏好-标题词表-推审,eva_70987_mechanism_insult_general_long_term_cluster_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10013251383,色情低俗-社会事件或公开场合暴露|红嫂-专家规则-自动处置,n1risk_ocr_leader_table,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924991,【ZL送人审】毒品封存_贴纸识别,attack_cn_foreignrelated_v1,3,7,6.0,6.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811201,【人审-LS风险】ASR_LS常规词表_8884,hit_antidirt_zl_nlp_e2e,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10010911946,【送人审】7383-OCR词表,egaoyinglie_032v2_sh,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022473667,【ZL推人审】指令高危消重_加大反转量,eva_67337_party_gov_nation_element_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
不良行为或争议价值观,10013942238,不良行为或争议价值观-不推荐-eva&敏感词-网络黑话-不文明用语-v2,party_state_military_gov_8871_ocr_antidirt,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10009799242,【送审】前任领导人规则s1s2,cpc_user_politic_rept_cnt_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827217,【人审】LSduty哥router+专家特征,risk_of_kaihu,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10013786979,违法违规-【妨碍社会管理秩序】-非法组织展示、推广、招募-召回-v1,leader_former_s1s2,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10031116928,识别_攻击吐槽体制机制V9-送人审,guojiaanquan_person_s1s2,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10008913103,短视频-【危害公共安全】-影视资源出现赌博色情引流-autoeva-召回-v1,egaoyinglie_032v2_sh,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030813525,【人审】LS国殇之柱+专家特征,ZL_expert_women_right_wfc_purple_screen_slogan_selfsee_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,youth_7383_ocr,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,sqds_zsxyfzlxph_cibiao_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,eva_attack_cpc_directly_v29_046_online,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10010361506,【送人审】未成年早婚怀孕生子0320,zhongmeiguanshuimaoyizhan,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10030221279,色情低俗-色情导流-实时查重-人审,eva_72708_military_image_neg_general_long_term_sample_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10015228482,推人-搬运用户新发,eva_multi_assert_right_text_friend_see,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10023035678,【ZL送人审】政治隐喻_gowest_组合,fewshot_n1_obscurity,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,15857104,藏语命中2553进审,cartoon_leader_jzm_eva,1,7,1.0,2.0,0.0,1.0,2.0,0.0,0.0
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,sticker_id_discriminate_black_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827213,【人审】LS民主女神+专家特征,fewshot_illegal_drug,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827217,【人审】LSduty哥router+专家特征,sqds_sqdl_key_word_high_acc_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811202,【人审】国家安全-常规词表-ASR,ZL_user_list_zl_redivist_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024743091,临时小流量验准【送人审ZL自见】抖音指令必杀自见_词表10797,eva_115714_gov_affairs_above_pesticide_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022597175,【ZL推人审】于朦胧eva综合识别-推人验准,eva_142491_mechanism_instult_food_safety_self_see_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10032185989,识别_提供售卖宗教性质的商品服务V20,sale_yisilan_product_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,15811784,【ZL送人审】抖音音频指令-深度消重,risk_of_illegal_drug_list_v0626,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022600359,【ZL推人审】影射/负面情绪-全场景PE*除场景1/8-推人提准,antidirt_eva_party_state_military_gov_8873_title_review,3,7,6.0,6.0,0.0,2.0,2.0,0.0,0.0
国家安全,10013607482,【人审】未来教-紫薇星,risk_of_illegal_teams_people_facial_information_mode_v1,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10032228900,【ZL送人审】敏感人物规则_涉朝_金正恩一家,local_officials_ocr_antidirt,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10013447490,色情性化_虚拟性诱惑内容_同质化消重_兜底_召回,high_risk_dedup_N1_to_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024637753,临时小流量验准【送人审ZL自见】舆情高危消重,eva_67345_military_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10013031733,【人审】国家安全-常规词表-OCR,safety_public_eva_keywords_zl_group_versus_lgbt_v1_auto_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
危险行为,10013973906,【100%送人审】危险行为-词表-9087&9088-人审-ocr&标题,ocr_title_n1_risk_words_fromZL_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10028741540,识别_隐晦怀念HJT,model_llm_national_security_national_secrets_leak_general_prompt_manual,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008712415,【新-优化】歧视歪曲共计宗教,high_risk_dedup_public_opinion_to_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019269349,【ZL送人审】涉日专项-美化日本政治经济EVA,pe_rag_party_state_gov_dazi_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
色情性化,10030221281,色情低俗-色情导流-eva-机审,risk_of_illegal_violence_v0623,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,recruitment_advertise_rus_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10011642540,【人审】LS坦克人+专家特征,ZL_yingshe_pe_workflow_107927_selfsee_tmp,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022473667,【ZL推人审】指令高危消重_加大反转量,eva_bad_artstyle_highprev2,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,ZL_n1_kuanghuanjie_diaosu_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10027604031,【图文】讽刺性的政治隐喻_EVA_4月聚类,ZL_meihuariben_zhengzhi_jingji_0vv_renshen,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10024140820,【ZL送人审】两委换届_两委换届_multi&Regexp_迭代,antidirt_eva_party_state_military_gov_8867_ocr_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,15853534,【LS】文本细则-敏感内容-LS,special_user_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10028121852,违法违规-违规通信与广电服务-境外卡-词表-召回,eva_84713_mechanism_insult_general_redivist_fusion_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019189208,【ZL送人审】指令通用RAG知识库-高价值,eva_72705_gov_enforcement_neg_general_long_term_sample_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030813526,【人审】LS纪念碑+专家特征,eva_111274_cultural_revolution_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10012150666,色情低俗_EVA色情裸露_autoeva高阈值_自动处置,eva_baby_expose_report_v1_audit,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10031262606,识别_恶搞金正恩_损害友华国家关系_送审,model_llm_metaphor_mislead_pe_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,hit_insultN1,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10031510906,识别_LS_邓小平相关,model_llm_yingshe_ldr_pe_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924991,【ZL送人审】毒品封存_贴纸识别,eva_67343_gov_official_general_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10013031733,【人审】国家安全-常规词表-OCR,ZL_yingshe_pe_workflow_107927_selfsee_tmp,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827217,【人审】LSduty哥router+专家特征,in_fence,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10023490559,【图集】友见_不当煽动_同质化EVA_自动处,title_leader_table_8578,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
违法违规,15811997,违法违规-【危害公共安全】-买卖、宣扬毒品-eva-送人审-v1,hit_label_system_leader,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811202,【人审】国家安全-常规词表-ASR,porn_yhlxdsdz_recall_vocabs_9188_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10016045031,【ZL推人审】于朦胧PE策略-新,local_officials_ocr_antidirt,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10026593277,【ZL送人审】线下事件_北京大韩继恶性伤人事件_境外/北京投稿,eva_73375_gov_enforcement_neg_report_general_long_term_sample_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,high_threshold_leader_mao_B_eva,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019351880,ZL送人审_领导人_标准外_N1与历任_不规范_单字书法VLM&PE,cartoon_leader_weini,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012388677,【人审】LS词表_Recall95_LLM,risk_of_expose_privacy_v1_519,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10014438445,送审_极端民族主义言论_高频举报用户_0vv,domain_n1_review_long_video,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10009788743,【人审】国家安全-敏感人物s1s2,N1_veiled_text_title_referring_long_video,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10006025509,中视频-声纹进审：净空,ZL_viking_zl_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10014769961,【ZL送人审】杨兰兰文本识别,antidirt_eva_party_state_military_gov_8873_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030827217,【人审】LSduty哥router+专家特征,zl_bj_dahanji_bj_jingwai_eva_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
危险行为,10013973906,【100%送人审】危险行为-词表-9087&9088-人审-ocr&标题,asr_n1_risk_words_fromZL_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,porn_yhlxdsdz_recall_vocabs_9188_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10013031733,【人审】国家安全-常规词表-OCR,zhiling_blacklist_10794_unrecommend,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10023879373,【图文】涉外籍人员不当内容_歧视黑人_送审,social_foreign_viking_social_foreign_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
短期策略迁移,10004804746,【ZL送人审】高危消重违禁影视,expert_redivist_party_state_military_gov_general_repeat_reported_user_review,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008349498,【新】宗教和封建迷信-外来宗教衍生文化-伊斯兰教,ZL_viking_zl_general_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10014932034,送人审_机构公职_执法负面_综合风险_举报抽样,sarcasm_politics_chushen_newscene_50,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,fewshot_illegal_drug,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019357873,【ZL送人审】涉日专项-美化日本政治经济PE扩召,historical_nihilism_s1s2,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008387613,【新】邪教势力-邪教-宣扬展示-法轮功综合,leader_former_s0,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10014769961,【ZL送人审】杨兰兰文本识别,shyhgj_zonghe_0vv,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
色情性化,10018647050,色情低俗-展示宣扬非主流性偏好-标题词表-推审,underage_adultification_renpikou_doudi,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10024956880,【ZL送人审】猪头卡通形象,eva_underage_luoli_v3,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
偏激社会情绪和涉外言论,10014698010,推人审_过激维权_举身份证_0vv,n1_kill_words_from_ZL_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10015850165,【送审】敏感人物规则s1s2-异见人士-300vv,recall_underage_puppy_love_lgbt_test,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10015084048,送人审_历史虚无_革命负面_综合风险_长周期聚类,short_hit_nlp_title_ms_foreign,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,Heroic_Other_political_matters_s3s4_ai_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10015133574,【送人审】未成年成人化装扮-劈叉-友见,attack_party_country_element_v1_test,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924993,【ZL送人审】于朦胧_贴纸识别,safety_dang_eva_zstrzszcxw_v8_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022271678,【ZL送人审】指令准入_ocr词表_AIGC,risk_of_illegal_jidinghe_v1,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10009799243,【送审】落马官员规则s1s2,leader_s1s2_core_send_tcs,6,7,13.0,12.0,0.0,2.1666666666666665,2.0,0.0,0.0
国家安全,10031298176,识别_国家安全-敏感人物s1s2,antidirt_eva_party_state_military_gov_8867_ocr_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,ZL_viking_zl_general_review,4,7,8.0,8.0,0.0,2.0,2.0,0.0,0.0
领导人,10028916113,识别_HJT二十大离场,eva_military_army_supply_general_long_term_sample_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10033852325,【送人审】未成年隐私信息暴露-揭阳虐狗事件,short_hit_nlp_title_ms_foreign,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10030813527,【人审】LS纪念碑router+专家特征,ZL_sens_face_north_korea_jinzhengen_family_multi_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10032318730,识别_攻击吐槽体制机制_机构公职_自动处置,high_risk_dedup_causing_discomfort_to_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924991,【ZL送人审】毒品封存_贴纸识别,risk_of_illegal_violence_v0605,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
国家安全,10033660136,【人审】LS敏感人物语录,eva_140627_mechanism_instult_party_state_system_self_see_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
领导人,10013518352,【送审】前任领导人-大字风险,user_politic_rept_cnt_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,15811787,【ZL送人审】地理围栏-突发事件结合社会事件进审指令队列,title_leader_table_8578,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10024874726,图文_送人审_党国_综合_多次多天举报成立用户,eva_73375_gov_enforcement_neg_report_general_long_term_sample_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
短期策略迁移,10010169296,【送审100%】敏感人物-自见-人脸-非涉政s1s2,risk_of_illegal_drug_list_v0626,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10010496714,【ZL送人审】指令高危消重图片,high_bvv_pgc_0vv_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012388677,【人审】LS词表_Recall95_LLM,wordlist_yishixingtai_nlptitle,4,7,8.0,8.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10007550290,【送人审】未成年辍学,leader_antidirt,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022473667,【ZL推人审】指令高危消重_加大反转量,weiquan_hp_zonghe,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10019269349,【ZL送人审】涉日专项-美化日本政治经济EVA,zhongmeiguanshuimaoyizhan,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008387617,【新】极端主义-宣扬极端主义-极端暴恐相关,eva_risk_of_violence_from_zl_v3,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
党和国家形象负面,10019542617,图文-同质化,ZL_yinhuishezheng_eva_multi_selfsee_tmp,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811202,【人审】国家安全-常规词表-ASR,porn_zjlxdsdz_recall_vocabs_9189_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
侵犯未成年权益,10033549254,【送人审】低龄作品不良画风-监控人,hit_asr_5966_ms_foreign,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,eva_underage_diss_auto_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008387614,【人审】极端主义-宣扬法西斯主义-纳粹图像综合,ZL_tongyong_rag_selfsee_tmp,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10010496714,【ZL送人审】指令高危消重图片,leader_s1s2_core_send_tcs,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924993,【ZL送人审】于朦胧_贴纸识别,short_hit_nlp_title_ms_foreign,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10031944080,违法违规-煽动实施暴力-召回-v1,n1_high_risk_dudep_with_crop_unsafeuser,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10025185114,【人审】违背信仰自由-副本99,eva_102454_improper_public_protest_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,leader_mao,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
违法违规,10011159886,违法违规-【侵害人身安全隐私权益】-曝光、买卖、获取他人敏感隐私信息-开盒-词表-召回-v1,antidirt_eva_party_state_military_gov_8873_title_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10022271678,【ZL送人审】指令准入_ocr词表_AIGC,eva_party_state_element_informal_ugc_self_see_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10012015596,【舆情送人审】视频&图集长宽比异常,eva_70997_gov_under_province_general_long_term_random_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10029830541,识别_滥用成瘾性药物-缅怀愈美片-风险发现-v0513,model_llm_metaphor_mislead_pe_review,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
违法违规,10033607810,违法违规-买卖、宣扬毒品-策略补充-召回-v0626,cartoon_leader_weini,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,10031703355,识别_LS易关联_汉堡鸡块tank_v2,national_security_regular_OCR_words_review,5,7,10.0,10.0,0.0,2.0,2.0,0.0,0.0
国家安全,10015622164,【人审】国家安全召回词表,eva_risk_of_illegal_dubo_v0701,2,7,4.0,4.0,0.0,2.0,2.0,0.0,0.0
色情性化,10013916141,色情_直接两性低俗段子_召回词表9189_召回,hit_antidirt_leader_nlp_e2e,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
指令舆情相关,10021924993,【ZL送人审】于朦胧_贴纸识别,eva_045_wenge_sh,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
国家安全,15857112,【人审-维语队列】维语音频命中2724进审,attack_N1_high_risk_keywords,1,7,2.0,2.0,0.0,2.0,2.0,0.0,0.0
