severity_level,severity_priority,mach_root_label_name,strategy_id,strategy_name,reason,POC,data_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate,prev_avg_review_in_cnt,prev_label_rate,growth_rate,daily_delta,hit_rule_ids,hit_conditions
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,model_llm_safe_mind_leader_beyond_rule_leader_name_chinese_charactor_zl_friend_see_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022600359,【ZL推人审】影射/负面情绪-全场景PE*除场景1/8-推人提准,pentax_fans_19_n2,张发奇,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10024569713,临时小流量验准【送人审ZL自见】音频深度消重-指令,toxic_culture_abuse_animal_v1_auto_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10013442818,【ZL送人审】指令禁发词表_10797-大v,expert_redivist_party_state_military_gov_general_repeat_reported_user_review,张发奇,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10004567129,【国家分裂主义】分裂主义元素展示-台湾wtc旗,eva_67345_military_general_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10016910698,送人审_党国_综合_多次多天举报成立用户,attack_cn_foreignrelated_v1,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,色情性化,10014007942,色情_兜底词表迁移9132_召回,high_risk_dedup_N1_to_review,刘小楷,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10001719071,【送审】领导人OCR词表-短,opinion_person_s0,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10033856376,识别_国家安全_泄露国家秘密_通用PE,eva_76686_gov_image_neg_police_appearance_date_poi_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811200,【人审】国家安全-常规词表-标题,eva_risk_of_illegal_vpn_0325,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10010298673,【送审】国家安全高危消重,ZL_yinhuishezheng_houheixue_selfsee,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,15763154,【送人审】7382-标题词表,eva_76686_gov_image_neg_police_appearance_date_poi_review,张宇轩,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10013819867,送人审_党政_无资质政务_综合lv2,cut_push_dignitaries_interaction_0vv,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10006025509,中视频-声纹进审：净空,eva_137578_enforcement_neg_cluster5_justice_assert_friend_see_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,15811997,违法违规-【危害公共安全】-买卖、宣扬毒品-eva-送人审-v1,eva_72705_gov_enforcement_neg_general_long_term_sample_review,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,色情性化,10030528288,色情_低俗关联性隐私_520_保安查房玩梗_高准,eva_76686_gov_image_neg_police_appearance_date_poi_review,刘小楷,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022600357,【ZL自见】指令通用RAG知识库-推人提准,extremist_hate_japan_highfrequency_user_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10023601236,【ZL送人审】图文-影射N1全场景覆盖,party_state_military_gov_8872_title_antidirt,张发奇,3,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10021924993,【ZL送人审】于朦胧_贴纸识别,eva_70997_gov_under_province_general_long_term_random_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10008272100,【送人审】不正确教育综合,leader_antidirt_5588,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10022853771,违法违规-破坏社会主义经济与金融管理秩序-借贷广告-召回-综合-v0121,leader_nlp_ocr_antidirt,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10028239754,【召回送审】低龄儿童举报3,sqds_sqll_autoeva_high_300vv_review,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10005445169,短视频-【违禁商品和服务】-汽油柴油广告-eva-召回-zk-v1,golden_bottle_n1_review,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10030174984,识别_N1卡通形象识别,LS_duty_boy_26_review,宋诗慧,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10008330225,【ZL送人审】指令地理条件命中召回-300vv,juvenile_diling_jubaomingan,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019357873,【ZL送人审】涉日专项-美化日本政治经济PE扩召,attack_N1_high_risk_keywords,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,色情性化,10032126329,色情低俗_EVA淫秽表演展示_同质化内容,fewshot_illegal_violence_restrict_freedom_v2,刘小楷,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,youth_7382_title,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10014136091,【ZL送人审】N1姓名单字,pe_rag_party_state_gov_dazi_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10028121852,违法违规-违规通信与广电服务-境外卡-词表-召回,high_risk_keywords_N1_auto,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,15853534,【LS】文本细则-敏感内容-LS,fewshot_illegal_violence,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10032301120,违法违规-危害公共安全-展示、诱导、宣扬赌博和非法博彩-召回-v0609,ZL_yanglanlan_textEVA_renshen,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10023572811,【送人审】不正确教育-举报学校-图文,eva_67348_mechanism_general_review,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10006025509,中视频-声纹进审：净空,sqds_tsfwydszs_njsdysj_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,sqxh_yhlxdsdz_keywords_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,15853531,【人审-维语队列】新疆进审-词表,safety_dang_keywords_undeveloped_area_jkcc_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10023601236,【ZL送人审】图文-影射N1全场景覆盖,eva_73281_nihilism_revolution_neg_general_long_term_cluster_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10034291081,识别_未成年人开车PE,model_llm_cxn1ys_v7_lowrange_disp,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10034012353,识别_未成年人竖中指,model_llm_sjyxgjjghryfm_v5_disp,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,pentax_fans_19_n2,杜衡,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10012954408,核心词表+新e2e+nlp-指令,high_risk_dedup_N1_to_review_qianyi,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10009637595,短视频-李志唱歌声纹-eva,fewshot_illegal_drug,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030813527,【人审】LS纪念碑router+专家特征,historical_nihilism_s1s2,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10024100858,图文_友见_执法负面_ocr&title_自动处置,report_school_words-tuwen,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10014263258,送人审_机构人员_省以下负面_综合风险_长周期聚类,hit_ocr_ms_foreign,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,n1_attack_auto_v1,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10011265292,【送审】19N2粉丝账号,n1_kill_words_from_ZL_review,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10026082414,识别_不当煽动群体事件与社会动员_组织,model_llm_metaphor_mislead_pe_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827217,【人审】LSduty哥router+专家特征,fewshot_illegal_murder_vcr_auto_v3,杜衡,3,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019189208,【ZL送人审】指令通用RAG知识库-高价值,hit_sid_gandalf_PF,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,eva_underage_play_byt,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10032775232,【人审-藏语队列】维语风险用户全量进审,sqds_EVA_sqll_autoeva_high_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10011194877,【送人审】涉未成年高风险成人向作品-校园暴力关键词送审,title_leader_table_lowrisk_v3_test,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10032975122,【送人审】未成年色情-模拟性行为,hit_label_system_leader,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10010361506,【送人审】未成年早婚怀孕生子0320,title_leader_table_8578,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019542616,【ZL送人审】图文-风险APP-隐晦涉政文本识别,jiduan_nacuimeihua_songshen,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022600356,【ZL推人审】隐晦涉政Z0风险综合eva多模态-推人验准,eva_0845_govhr_review,张发奇,6,12.0,12.0,1.0,2.0,2.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10023572811,【送人审】不正确教育-举报学校-图文,improper_n1_v3_test,张宇轩,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10012808684,违法违规-【违禁商品和服务】-违规电信、广电服务-电视盒-召回-v1,leader_nlp_ocr_antidirt,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10010298673,【送审】国家安全高危消重,cartoon_leader_xp,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10015622164,【人审】国家安全召回词表,eva_party_state_millitary_gov_general_lv2_risk_user_political_report_cmt_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019357873,【ZL送人审】涉日专项-美化日本政治经济PE扩召,eva_67348_mechanism_general_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10021368610,【ZL送人审】指令综合_必审用户名单,antidirt_eva_party_state_military_gov_8873_title_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022271678,【ZL送人审】指令准入_ocr词表_AIGC,party_state_military_gov_8870_asr_antidirt,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,色情性化,10014007942,色情_兜底词表迁移9132_召回,title_leader_table_lowrisk_v3_test,刘小楷,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827217,【人审】LSduty哥router+专家特征,risk_of_illegal_jidinghe_v1,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10025266395,识别_歪曲党史国史军史V6,sarcasm_politics_worldlist2_review,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10012314255,【送审】领导人OCR敏感词-nlp,similiar_n1_review,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827215,【人审】白纸运动(含AIGC)router+专家特征,hit_asr_5966_ms_foreign,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,ZL_meihuariben_zhengzhi_jingji_pe_kuozhao_0vv,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10005107063,【送审】领导人漫画-其他人物-60+,n1_kill_words_from_ZL_review,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10025171201,送人审_领导人_综合_多次多天举报成立用户-副本12,party_state_military_gov_8871_ocr_antidirt,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10024956879,【ZL送人审】N1卡通形象,sarcasm_politics_worldlist2_review,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827213,【人审】LS民主女神+专家特征,eva_141299_mechanism_instult_party_direct_oversea_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022600357,【ZL自见】指令通用RAG知识库-推人提准,eva_70987_mechanism_insult_general_long_term_cluster_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,political_standard_not_cover_forbidden_person,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10009799242,【送审】前任领导人规则s1s2,yinrenbushizonghesongshen_v7_9997_review,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10031944080,违法违规-煽动实施暴力-召回-v1,party_state_military_gov_8871_ocr_antidirt,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827213,【人审】LS民主女神+专家特征,audio_dedup_risk_Illegal,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,political_standard_not_cover_forbidden_person,张发奇,3,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10014769961,【ZL送人审】杨兰兰文本识别,party_state_military_gov_8871_ocr_antidirt,张发奇,4,8.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019564908,图文-于朦胧x警情通报,ZL_yerenxiaohai_jingqingyinhui_text_eva_selfsee_auto_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,ZL_meihuariben_wenhua_shenghuo_0vv,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10034095364,识别_过激民族主义_综合_送人审,hit_antidirt_leader_nlp_e2e,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10010317129,【送审】毛邓周&十大元帅结合高阈值结合eva,wordlist_yishixingtai_nlptitle,宋诗慧,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10001855954,【ZL送人审】ctd手动录入用户全审,youth_7382_title,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10028128480,未成年指令应急-自见,risk_of_illegal_gamble_zonghe_v0611,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,ZL_safe_mind_community_vaudio_review_order_dedup_rag_output_friendseen_hit_friendsee,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10022703680,友见_省下举报来源_综合_送人审,cut_push_dignitaries_interaction_0vv,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827215,【人审】白纸运动(含AIGC)router+专家特征,fengjin_wanghong_s1s2_review,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10021924993,【ZL送人审】于朦胧_贴纸识别,leader_antidirt,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10025185116,【人审】极端主义-宣扬法西斯主义-纳粹图像综合-副本64,ZL_yingshe_pe_workflow_107927_selfsee_tmp,杜衡,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10023388937,图文自见_历史虚无_四人帮模型_送人审,antidirt_eva_party_state_military_gov_8867_ocr_review,李中涛,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10011920969,违法违规-短-【侵害人身安全隐私权益】-曝光、买卖、获取他人敏感隐私信息-eva-召回-v1,dont_push_highfrequency_user_review,叶健,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,色情性化,10030391682,色情低俗-色情导流-eva-补充场景-1轮,cartoon_leader_19,刘小楷,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10009652799,【中】外国主要领导人s3召回,sqds_sqll_zuqiu_vv_eva_review,张发奇,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019542616,【ZL送人审】图文-风险APP-隐晦涉政文本识别,tuwen_eva_improper_public_protest_review,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10019189208,【ZL送人审】指令通用RAG知识库-高价值,high_threshold_leader_mao_B,张发奇,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
