机审一级标签,策略ID,策略名称,送审原因,POC,日均进审量,日均完审量,日均打标量,打标率,命中原因
偏激社会情绪和涉外言论,10027837518,文字投稿-文本RAG-不当煽动群体事件与社会动员,model_llm_wztg_wbrag_bdsdqtsjyshdy,张发奇,319.14285714285717,320.2857142857143,1.5714285714285714,0.004906333630686887,近7天打标率<10%且进审量>100，纳入观察
领导人,10031451638,识别_LS_好大一棵树,model_llm_pe_LS_hdyks_music_auto,宋诗慧,303.0,313.0,1.5,0.004792332268370607,近7天打标率<10%且进审量>100，纳入观察
国家安全,10016288962,全审_高粉高热_0vv进审,high_bvv_pgc_0vv_review,杜衡,311.57142857142856,312.2857142857143,21.142857142857142,0.0677035681610247,近7天打标率<10%且进审量>100，纳入观察
领导人,10033807478,识别_七一授勋仪式_无资质19N2,model_llm_71_wuzizhi_19n2_pe_review,宋诗慧,313.57142857142856,310.42857142857144,20.142857142857142,0.06488725264611137,近7天打标率<10%且进审量>100，纳入观察
领导人,10034161112,识别_N1娘化,model_llm_N1_nianghua_pe_review,宋诗慧,310.3333333333333,308.1666666666667,9.666666666666666,0.03136830719307734,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_sensitive_words_v1,宋诗慧,299.85714285714283,299.85714285714283,0.2857142857142857,0.0009528346831824678,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10007758633,【送审】党国元素-攻击恶搞党国家象征元素,attack_party_country_element_v1_test,李中涛,303.0,299.85714285714283,20.142857142857142,0.06717484516436398,近7天打标率<10%且进审量>100，纳入观察
国家安全,10017732779,【人审】未成年人拜佛,children_baifo_review,杜衡,290.85714285714283,293.57142857142856,15.285714285714286,0.05206812652068127,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,zl_title_ocr_table_unrecom_bigfans_renshen,张发奇,295.14285714285717,292.2857142857143,12.428571428571429,0.04252199413489736,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10012739910,【送审】敏感人物规则s3s4_AI生成,Heroic_Other_political_matters_s3s4_ai_review,李中涛,293.2857142857143,291.85714285714283,9.571428571428571,0.032794909446891826,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10012912391,【短】偏激词表-煽动意识形态对抗-title,wordlist_yishixingtai_title,张发奇,292.0,289.42857142857144,14.428571428571429,0.04985192497532083,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014438445,送审_极端民族主义言论_高频举报用户_0vv,extremist_hate_japan_highfrequency_user_review,张发奇,287.14285714285717,287.85714285714283,27.857142857142858,0.0967741935483871,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652792,【短视频】异见人士s3召回,opinion_person_s3_release,李中涛,286.57142857142856,286.7142857142857,1.4285714285714286,0.004982561036372696,近7天打标率<10%且进审量>100，纳入观察
领导人,10008539904,【送审】AI领导人元素eva&特效,eva_ai_leader,宋诗慧,284.42857142857144,285.2857142857143,23.714285714285715,0.08312468703054582,近7天打标率<10%且进审量>100，纳入观察
国家安全,10028117348,LS高危文本RAG,model_llm_cbygllsnr_lsgwwb_text,杜衡,282.42857142857144,284.2857142857143,23.0,0.08090452261306533,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009637595,短视频-李志唱歌声纹-eva,lizhi_eva_short_audio_review,杜衡,280.57142857142856,281.2857142857143,4.0,0.014220416455053326,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009267682,【送审】党政材料autoeva,dangzhengcailiao_auto_v1_sh,李中涛,281.85714285714283,279.42857142857144,26.857142857142858,0.09611451942740286,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10029715796,送审_极端民族主义言论_高频举报用户_300vv,extremist_hate_japan_highfrequency_user_review,张发奇,270.7142857142857,277.0,16.571428571428573,0.059824651882413614,近7天打标率<10%且进审量>100，纳入观察
国家安全,10017352223,【人审-维语队列】综合里切克-新疆地区,jiduan_liqieke_xinjiang_review,杜衡,274.0,274.5,16.0,0.058287795992714025,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031298176,识别_国家安全-敏感人物s1s2,model_llm_guojiaanquan_person_s1s2,杜衡,272.14285714285717,270.0,20.142857142857142,0.0746031746031746,近7天打标率<10%且进审量>100，纳入观察
领导人,15798695,【送人审】领导人漫画-weini领域模型,cartoon_leader_weini,宋诗慧,260.6666666666667,266.3333333333333,11.333333333333334,0.0425531914893617,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025151400,送人审_党国_综合_高危用户全审_名单,user_list_party_state_millitary_gov_high_risk_user_review,李中涛,262.0,263.57142857142856,26.142857142857142,0.0991869918699187,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022412366,【ZL推人审】短期_高危消重RAG图片库1_推人审验准确,ZL_safe_mind_community_vaudio_review_order_dedup_rag_output_friendseen_hit_friendsee,张发奇,258.85714285714283,263.14285714285717,3.5714285714285716,0.013572204125950055,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10011746841,不良行为或争议价值观_不推荐_易引发群体对立的议题_婆媳矛盾_v1,safety_value_yyfqtdldyt_pxdl_v1_review,陈雅静,261.0,260.5,4.0,0.015355086372360844,近7天打标率<10%且进审量>100，纳入观察
领导人,10029566172,识别_N1出行,N1_chuxing_model_llm_pe_review,宋诗慧,160.66666666666666,252.0,6.0,0.023809523809523808,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10028846803,识别_过度饮食_PE_v1,model_llm_buliangxingweiyuzhengyijiazhiguan_guoduyinshi_PE_auto_review,陈雅静,251.85714285714286,251.71428571428572,24.857142857142858,0.09875141884222474,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019357873,【ZL送人审】涉日专项-美化日本政治经济PE扩召,ZL_meihuariben_zhengzhi_jingji_pe_kuozhao_0vv,张发奇,255.28571428571428,251.0,19.285714285714285,0.07683551508252703,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,zhiling_blacklist_10798,杜衡,245.57142857142858,245.42857142857142,19.571428571428573,0.07974388824214203,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10013310374,不良行为或争议价值观_不推荐_eva&敏感词_lgbt骄傲月v2,safety_public_eva_keywords_lgbt_rainbow_v2_review,陈雅静,236.28571428571428,236.57142857142858,19.285714285714285,0.08152173913043478,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_N1_to_review_qianyi,张发奇,236.0,235.85714285714286,14.571428571428571,0.061780738946093275,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013902881,推人审_损害友华国家关系_两国关系_300vv,shyhgj_country_relation_300vv,张发奇,230.42857142857142,233.0,16.285714285714285,0.06989576946658492,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008387613,【新】邪教势力-邪教-宣扬展示-法轮功综合,xiejiao_falungongall_songshen,杜衡,236.71428571428572,232.14285714285714,12.857142857142858,0.055384615384615386,近7天打标率<10%且进审量>100，纳入观察
违法违规,10033273921,识别_动物医疗产品服务广告veomni-v15,risk_of_illegal_animal_treating_veomni_v15,叶健,213.0,212.5,8.5,0.04,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019322353,【ZL送人审】涉日专项-日本二战期间影像-300,zl_mr_erzhan_300vv,张发奇,209.42857142857142,209.0,13.714285714285714,0.06561859193438141,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813525,【人审】LS国殇之柱+专家特征,LS_guoshangzhizhu_26_review,杜衡,207.0,208.57142857142858,9.142857142857142,0.043835616438356165,近7天打标率<10%且进审量>100，纳入观察
领导人,10011121325,图像词表跨行-底线迁移,tuxiang_cangtou,宋诗慧,208.14285714285714,205.42857142857142,19.428571428571427,0.09457579972183588,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030341851,【LS】举报策略补充,LS_report_desc_review,杜衡,199.71428571428572,203.57142857142858,4.857142857142857,0.023859649122807018,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10027071143,自见_民族苦难玩梗_卢沟桥收费_处置,eva_116483_playjoke_nation_suffer,李中涛,200.85714285714286,199.85714285714286,6.142857142857143,0.030736240171551108,近7天打标率<10%且进审量>100，纳入观察
违法违规,10034299412,违法违规-赌博游戏-召回-v1,eva_youxidubo,叶健,190.66666666666666,190.66666666666666,11.333333333333334,0.05944055944055944,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10023358612,送审_不推荐综合_高频举报用户_0vv,dont_push_highfrequency_user_review,张发奇,187.28571428571428,188.14285714285714,10.571428571428571,0.05618830675778284,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071375,识别_LS敏感人物人脸通用PE,model_llm_national_security_ls_sensitive_person_face_manual,杜衡,189.0,187.83333333333334,1.3333333333333333,0.00709849157054126,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012388677,【人审】LS词表_Recall95_LLM,safety_dang_keywords_ocr_a_title_review,杜衡,186.14285714285714,186.57142857142858,0.5714285714285714,0.0030627871362940277,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10009652798,【短】外国主要领导人s3召回,major_foreign_leaders_s3_release,张发奇,179.0,182.14285714285714,9.0,0.04941176470588235,近7天打标率<10%且进审量>100，纳入观察
国家安全,10025821473,【人审-藏语队列】敏感人物达赖V2-海外,leader_dalai_v2_oversea,杜衡,183.42857142857142,180.85714285714286,5.571428571428571,0.030805687203791468,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_party_state_military_gov_sh,张发奇,175.71428571428572,175.57142857142858,17.0,0.096826688364524,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652794,【短视频】历史虚无敏感人物s3召回,other_political_matters_s3_release,李中涛,174.14285714285714,174.28571428571428,3.7142857142857144,0.021311475409836064,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10012869175,推人审_过激维权_聚集维权_0vv,weiquan_juji_0vv,张发奇,173.0,173.57142857142858,14.0,0.08065843621399177,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022600356,【ZL推人审】隐晦涉政Z0风险综合eva多模态-推人验准,ZL_yinhuishezheng_eva_multi_selfsee_tmp,张发奇,170.14285714285714,167.57142857142858,16.142857142857142,0.09633418584825235,近7天打标率<10%且进审量>100，纳入观察
国家安全,15853530,【人审-维语队列】新疆进审-地区-维语,xinjiang_review_area_ug,杜衡,163.16666666666666,163.16666666666666,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
领导人,10006128861,送审-gov-b领导人相关内容,core_protection_gov_user,宋诗慧,162.28571428571428,162.14285714285714,0.2857142857142857,0.001762114537444934,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_cblsmgnr_tkny_disp,杜衡,157.71428571428572,159.14285714285714,12.857142857142858,0.0807899461400359,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014595066,推人审_过激维权_条幅维权2_0vv,gjwq_hengfu_v2_0vv,张发奇,160.57142857142858,158.85714285714286,11.0,0.06924460431654676,近7天打标率<10%且进审量>100，纳入观察
领导人,10006180980,govb送审-命中兜底/领导人/国安词表,core_protection_gov_user,宋诗慧,158.28571428571428,158.14285714285714,0.14285714285714285,0.0009033423667570009,近7天打标率<10%且进审量>100，纳入观察
国家安全,15857106,声纹进审-短视频：郝海东,hit_sid_gandalf_haohaidong,杜衡,156.14285714285714,156.42857142857142,3.857142857142857,0.024657534246575342,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10022130710,【送人审】未成年牟利-儿童彩妆,mouliertongcaizhuang,张宇轩,155.85714285714286,155.42857142857142,12.857142857142858,0.08272058823529412,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10023490559,【图集】友见_不当煽动_同质化EVA_自动处,tuwen_eva_improper_public_protest_review,张发奇,149.28571428571428,149.85714285714286,0.14285714285714285,0.0009532888465204957,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009528096,【送审】历史虚无-ai对话历史虚无,ai_dialogue_nihilism_sh,李中涛,149.14285714285714,146.71428571428572,11.714285714285714,0.0798442064264849,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019542616,【ZL送人审】图文-风险APP-隐晦涉政文本识别,ZL_yinhuishezheng_risk_app_list_renshen,张发奇,147.71428571428572,143.71428571428572,13.142857142857142,0.09145129224652088,近7天打标率<10%且进审量>100，纳入观察
领导人,10014072173,【送人审】N1-洗金瓶风险,golden_bottle_n1_review,宋诗慧,141.57142857142858,142.42857142857142,0.42857142857142855,0.003009027081243731,近7天打标率<10%且进审量>100，纳入观察
领导人,15811709,【送审】李克强声纹,hit_sid_gandalf_lkq,宋诗慧,140.42857142857142,142.28571428571428,5.714285714285714,0.040160642570281124,近7天打标率<10%且进审量>100，纳入观察
领导人,10034378771,【送人审】马斯克模拟器中出现N1姓名,N1_musksimulator_highrecall_review,宋诗慧,145.0,141.0,4.0,0.028368794326241134,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,model_llm_guojiaanquan_person_s1s2,杜衡,140.16666666666666,138.66666666666666,7.333333333333333,0.052884615384615384,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031618893,gov_B账号LS识别策略,gov_b_leader,杜衡,132.71428571428572,132.71428571428572,7.0,0.0527448869752422,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_sensitive_words,宋诗慧,130.85714285714286,131.0,7.857142857142857,0.05997818974918211,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106016,【短视频】异见人士s3召回-新,opinion_person_s3_release_new,李中涛,129.42857142857142,129.42857142857142,1.5714285714285714,0.012141280353200883,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011115769,【人审】国家安全-敏感人物s3召回,guojiaanquan_person_s3_recall,杜衡,126.0,128.5,2.0,0.01556420233463035,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,cut_push_dignitaries_interaction_0vv,张发奇,128.28571428571428,128.42857142857142,10.571428571428571,0.08231368186874305,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10009652799,【中】外国主要领导人s3召回,major_foreign_leaders_s3_release_long_video,张发奇,126.28571428571429,126.71428571428571,7.714285714285714,0.060879368658399095,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013902880,推人审_损害友华国家关系_补充朝鲜策略_300vv,shyhgj_north_korea_300vv,张发奇,124.71428571428571,126.42857142857143,4.857142857142857,0.0384180790960452,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10014608333,推人审_过激维权_穿衣_0vv,gjwq_chuanyi_0vv,张发奇,127.57142857142857,126.0,4.714285714285714,0.03741496598639456,近7天打标率<10%且进审量>100，纳入观察
国家安全,10028612784,【人审-藏语队列】印度地区全审-DL藏语,india_dl_review,杜衡,125.57142857142857,125.85714285714286,9.428571428571429,0.07491486946651532,近7天打标率<10%且进审量>100，纳入观察
色情性化,10025295440,色情低俗-色情导流-抽帧相似查重-低粉,sqds_sqdl_czxxcc_low_fans_review,刘小楷,122.8,122.8,2.0,0.016286644951140065,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031703355,识别_LS易关联_汉堡鸡块tank_v2,LS_model_llm_pe_burger_tank_v2_review,杜衡,121.85714285714286,121.28571428571429,10.857142857142858,0.0895170789163722,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10022489791,偏激自见必杀_10529_30_31_词表,antidirt_10529_10530_10531_selfsee_review,张发奇,120.57142857142857,120.57142857142857,5.428571428571429,0.045023696682464455,近7天打标率<10%且进审量>100，纳入观察
领导人,10013160983,【送审】核心词表+新e2e+nlp-领导人-底线迁移,eva_67338_nihilism_general_review,宋诗慧,120.33333333333333,120.33333333333333,4.666666666666667,0.038781163434903045,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022606804,【ZL推人审】于朦胧话题-推人验准,ZL_yumenglong_taolun_tmp,张发奇,118.42857142857143,116.71428571428571,9.0,0.07711138310893513,近7天打标率<10%且进审量>100，纳入观察
领导人,10011118473,【送审】领导人规则s3召回-兜底,leader_s3_recall_new,宋诗慧,115.28571428571429,115.85714285714286,9.0,0.07768187422934648,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,direct_review_sensitive_word,张发奇,115.33333333333333,115.33333333333333,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813526,【人审】LS纪念碑+专家特征,LS_64monument_26_review,杜衡,112.57142857142857,113.71428571428571,5.428571428571429,0.04773869346733668,近7天打标率<10%且进审量>100，纳入观察
领导人,10024956881,【ZL送人审】狂欢节雕塑画面模型,ZL_n1_kuanghuanjie_diaosu_review,宋诗慧,111.85714285714286,111.71428571428571,2.5714285714285716,0.023017902813299233,近7天打标率<10%且进审量>100，纳入观察
违法违规,10022853771,违法违规-破坏社会主义经济与金融管理秩序-借贷广告-召回-综合-v0121,risk_of_illegal_load_ad_list_v0121,叶健,110.4,110.8,9.0,0.0812274368231047,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10024918621,送人审_党国_综合_实时多次举报召回,expert_redivist_party_state_report_count_10_item_review,李中涛,108.85714285714286,110.42857142857143,6.714285714285714,0.06080206985769728,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,leader_xp_short,张发奇,110.28571428571429,110.28571428571429,3.5714285714285716,0.03238341968911917,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031873709,识别_LS风险元素_自见,LS_model_llm_pe_ls_element_selfsee_manual,杜衡,110.71428571428571,110.14285714285714,4.0,0.03631647211413749,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019351880,ZL送人审_领导人_标准外_N1与历任_不规范_单字书法VLM&PE,dazi_attack_n1_review,张发奇,110.0,109.25,8.25,0.07551487414187644,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10012612012,【送审】党政综合ocr词表,n1risk_ocr_leader_table,李中涛,109.28571428571429,109.14285714285714,10.857142857142858,0.09947643979057591,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032947857,【人审-敏感人物】境外+敏感人物人脸,national_security_oversea_sensitive_person_manual,杜衡,110.14285714285714,108.57142857142857,2.0,0.018421052631578946,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030827213,【人审】LS民主女神+专家特征,LS_minzhunvshen_26_review,杜衡,108.57142857142857,106.71428571428571,2.2857142857142856,0.0214190093708166,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652793,【短视频】地方敏感官员s3召回,local_sensitive_officials_s3_release,李中涛,105.71428571428571,105.85714285714286,1.2857142857142858,0.012145748987854251,近7天打标率<10%且进审量>100，纳入观察
国家安全,10023726703,【新】邪教势力-邪教-宣扬展示-法轮功综合-副本84,xiejiao_falungongall_songshen,杜衡,107.42857142857143,105.0,7.0,0.06666666666666667,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030635331,识别_LS数字计算PE,LS_math_model_llm_pe_review,杜衡,105.0,104.8,0.2,0.0019083969465648854,近7天打标率<10%且进审量>100，纳入观察
违法违规,10022635036,违法违规-破坏社会主义经济与金融管理秩序-借贷广告-陌生人视频转账录屏-召回-v0116,risk_of_illegal_load_ad_shipin_turn_money_v0116,叶健,104.71428571428571,104.71428571428571,9.0,0.08594815825375171,近7天打标率<10%且进审量>100，纳入观察
领导人,15811713,【送审】19n2eva特征,fewshot_eva_3364_19n2_backview,宋诗慧,105.14285714285714,104.57142857142857,5.142857142857143,0.04918032786885246,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106013,【送审】敏感人物规则s0-涉政劣迹艺人,Sensitive_Athlete_s0,李中涛,102.85714285714286,102.14285714285714,5.142857142857143,0.05034965034965035,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10026672376,推人审_苏联笑话_300vv副本,zzyy_sulianxiaohua_300vv,张发奇,101.0,100.85714285714286,9.571428571428571,0.09490084985835694,近7天打标率<10%且进审量>100，纳入观察
国家安全,10033711535,【人审】北京城市火灾,national_security_beijing_city_fire_disaster_manual,杜衡,102.28571428571429,100.14285714285714,3.7142857142857144,0.037089871611982884,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10027139133,BVV-RAG消重-军人形象负面,model_llm_rag_xiaochong_jrxxfm,李中涛,99.0,99.5,4.0,0.04020100502512563,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011920495,【人审】LS-举报描述召回,LS_jubao_content_recall,杜衡,96.0,97.42857142857143,1.1428571428571428,0.011730205278592375,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10017392303,ZL送人审_领导人_标准外_现任_不规范_张又侠_军车转移,eva_63510_leader_beyond_rule_present_informal_zyx_military_vehicle_zl_review,张发奇,101.0,97.0,3.0,0.030927835051546393,近7天打标率<10%且进审量>100，纳入观察
国家安全,10007842628,【新】国家分裂主义-分裂主义元素展示-青天白日相关,eva_67338_nihilism_general_review,杜衡,94.42857142857143,94.42857142857143,4.857142857142857,0.05143721633888049,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10023715490,【送人审】未回归大盘的涉政敏感人物,political_standard_not_cover_forbidden_person,张发奇,95.28571428571429,94.0,2.857142857142857,0.030395136778115502,近7天打标率<10%且进审量>100，纳入观察
领导人,10030630874,识别_手写体攻击N1,N1_shouxie_tuya_gongjiN1_review,宋诗慧,94.14285714285714,93.57142857142857,8.0,0.08549618320610687,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_leader,宋诗慧,93.14285714285714,93.14285714285714,3.142857142857143,0.03374233128834356,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071911,识别_邪教敏感人物人脸通用PE,model_llm_national_security_xiejiao_sensitive_person_face_manual,杜衡,93.33333333333333,93.0,5.5,0.05913978494623656,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10023503462,【送人审】未成年违法行为-早孕,underage_zaohunzaoyun_keywords,张宇轩,89.28571428571429,88.85714285714286,7.0,0.07877813504823152,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10018975683,【ZL推人审】美化高市-300vv,ZL_mhgw_gaoshi_300_vv_review,张发奇,87.85714285714286,88.0,1.2857142857142858,0.01461038961038961,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10031262606,识别_恶搞金正恩_损害友华国家关系_送审,model_llm_attack_kinkongang_review,张发奇,87.42857142857143,87.85714285714286,4.428571428571429,0.05040650406504065,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10013398357,推人审_涉外经历展示_雇佣兵补充,swbd_jingli_xianchang_300vv,张发奇,86.14285714285714,87.14285714285714,4.428571428571429,0.05081967213114754,近7天打标率<10%且进审量>100，纳入观察
国家安全,15857111,声纹进审-短视频：郭文贵,hit_sid_gandalf_guowengui,杜衡,85.0,85.28571428571429,2.4285714285714284,0.02847571189279732,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031613381,识别_传播LS敏感内容_duty哥_V2,model_llm_cblsmgnr_dutyge_disp,杜衡,83.14285714285714,83.85714285714286,3.7142857142857144,0.044293015332197615,近7天打标率<10%且进审量>100，纳入观察
领导人,10005691583,【送审】毛邓周&十大元帅人脸模型评论召回,leader_mao_B_recall,宋诗慧,83.14285714285714,83.57142857142857,5.428571428571429,0.06495726495726496,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,national_security_sensitive_person_sliced_footage_from_live_stream,杜衡,81.16666666666667,82.83333333333333,0.3333333333333333,0.004024144869215292,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652797,【中视频】历史虚无敏感人物s3召回,other_political_mattersn_s3_release_long_video,李中涛,82.14285714285714,82.14285714285714,3.2857142857142856,0.04,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031618893,gov_B账号LS识别策略,gov_b_sensitive_words,杜衡,81.85714285714286,81.85714285714286,0.2857142857142857,0.0034904013961605585,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008387615,【新】极端主义-宣扬法西斯主义-纳粹美化,jiduan_nacuimeihua_songshen,杜衡,80.0,79.28571428571429,5.857142857142857,0.07387387387387387,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10028071570,视频消费_互动异常召回_民族苦难玩梗,interaction_extreme_value_recall_review,李中涛,77.85714285714286,78.85714285714286,1.5714285714285714,0.019927536231884056,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10014498285,【召回送人审】未成年牟利-男高女高陪玩陪聊-敏感词-自见,recall_weichengnianpeiwanpeiliaodaida_review,张宇轩,78.71428571428571,78.42857142857143,5.571428571428571,0.07103825136612021,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10011106018,【短视频】预留分类一s3召回,Reserved_classification_one_s3_release,李中涛,73.85714285714286,76.14285714285714,4.428571428571429,0.058161350844277676,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10011016776,送审-测试-双金不推荐-金主爱,norecommen_doublejin_zhuai,张发奇,76.14285714285714,75.85714285714286,0.5714285714285714,0.007532956685499058,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10021532837,【ZL送人审】医疗事故_小洛熙_攻击医护人员,ZL_eva_208520_xiaoluoxi_attack_doctor_multi_review,张发奇,78.0,75.5,2.0,0.026490066225165563,近7天打标率<10%且进审量>100，纳入观察
国家安全,10025185118,新疆进审-词表-副本20,national_security_regular_title_words_review,杜衡,74.6,74.6,1.0,0.013404825737265416,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,hit_antidirt_1768,张发奇,74.57142857142857,74.28571428571429,2.5714285714285716,0.03461538461538462,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10017489392,推人审_俄乌华人雇佣兵_0vv,swjl_eva_88680_selfsee,张发奇,74.57142857142857,74.14285714285714,4.142857142857143,0.055876685934489405,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001871407,文本行检测-ls分数,wbh_ls_1,杜衡,74.0,73.42857142857143,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031460843,识别_传播LS敏感内容_坦克人,model_llm_pe_LS_aigc_tankman_review,杜衡,73.0,73.28571428571429,4.0,0.05458089668615984,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_N1_to_review_qianyi,杜衡,73.71428571428571,73.28571428571429,4.857142857142857,0.06627680311890838,近7天打标率<10%且进审量>100，纳入观察
领导人,10033564002,识别_xp称谓,model_llm_xp_name_pe_review,宋诗慧,67.75,72.5,0.75,0.010344827586206896,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009788742,【人审】国家安全-敏感人物s0,guojiaanquan_person_s0,杜衡,72.85714285714286,72.42857142857143,6.142857142857143,0.08481262327416174,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025266399,识别_渲染、错误解读党内重大敏感事件V6,model_llm_xrcwjddnzdmgsj_v9_disp,李中涛,71.57142857142857,72.0,2.857142857142857,0.03968253968253968,近7天打标率<10%且进审量>100，纳入观察
